company,year,quarter,earnings
Patrizia Immobilien,2015,2,"7,300,000.00"
Patrizia Immobilien,2015,3,"82,200,000.00"
Patrizia Immobilien,2015,4,"42,100,000.00"
Patrizia Immobilien,2016,1,"213,100,000.00"
Patrizia Immobilien,2016,2,"-1,400,000.00"
Patrizia Immobilien,2016,3,"7,800,000.00"
Patrizia Immobilien,2016,4,"36,800,000.00"
Patrizia Immobilien,2017,1,"5,900,000.00"
Patrizia Immobilien,2017,2,"18,400,000.00"
Patrizia Immobilien,2017,3,"6,000,000.00"
Patrizia Immobilien,2017,4,"28,600,000.00"
Puma,2012,1,"73,900,000.00"
Puma,2012,2,"26,700,000.00"
Puma,2012,3,"12,200,000.00"
Puma,2012,4,"-42,600,000.00"
Puma,2013,1,"50,300,000.00"
Puma,2013,2,"17,500,000.00"
Puma,2013,3,"52,700,000.00"
Puma,2013,4,"-115,200,000.00"
Puma,2014,1,"35,600,000.00"
Puma,2014,2,"4,200,000.00"
Puma,2014,3,"28,900,000.00"
Puma,2014,4,"-4,600,000.00"
Puma,2015,1,"24,800,000.00"
Puma,2015,2,"-3,300,000.00"
Puma,2015,3,"20,000,000.00"
Puma,2015,4,"-4,400,000.00"
Puma,2016,1,"25,800,000.00"
Puma,2016,2,"1,600,000.00"
Puma,2016,3,"39,500,000.00"
Puma,2016,4,"-4,500,000.00"
Puma,2017,1,"49,600,000.00"
Puma,2017,2,"21,900,000.00"
Puma,2017,3,"62,100,000.00"
Puma,2017,4,"2,200,000.00"
Rational,2012,1,"17,200,000.00"
Rational,2012,2,"23,700,000.00"
Rational,2012,3,"27,300,000.00"
Rational,2012,4,"25,100,000.00"
Rational,2013,1,"18,700,000.00"
Rational,2013,2,"19,500,000.00"
Rational,2013,3,"27,500,000.00"
Rational,2013,4,"31,500,000.00"
Rational,2014,1,"15,700,000.00"
Rational,2014,2,"26,600,000.00"
Rational,2014,3,"33,000,000.00"
Rational,2014,4,"34,800,000.00"
Rational,2015,1,"26,600,000.00"
Rational,2015,2,"29,500,000.00"
Rational,2015,3,"32,500,000.00"
Rational,2015,4,"33,200,000.00"
Rational,2016,1,"24,500,000.00"
Rational,2016,2,"31,600,000.00"
Rational,2016,3,"32,700,000.00"
Rational,2016,4,"38,300,000.00"
Rational,2017,1,"33,700,000.00"
Rational,2017,2,"30,300,000.00"
Rational,2017,3,"37,000,000.00"
Rational,2017,4,"42,000,000.00"
Rhoen-Klinikum,2012,1,"33,200,000.00"
Rhoen-Klinikum,2012,2,"15,500,000.00"
Rhoen-Klinikum,2012,3,"19,500,000.00"
Rhoen-Klinikum,2012,4,"21,500,000.00"
Rhoen-Klinikum,2013,1,"23,700,000.00"
Rhoen-Klinikum,2013,2,"25,200,000.00"
Rhoen-Klinikum,2013,3,"17,100,000.00"
Rhoen-Klinikum,2013,4,"20,600,000.00"
Rhoen-Klinikum,2014,1,"1,396,000,000.00"
Rhoen-Klinikum,2014,2,"-184,000,000.00"
Rhoen-Klinikum,2014,3,"12,000,000.00"
Rhoen-Klinikum,2014,4,"2,000,000.00"
Rhoen-Klinikum,2015,1,"32,200,000.00"
Rhoen-Klinikum,2015,2,"16,400,000.00"
Rhoen-Klinikum,2015,3,"15,900,000.00"
Rhoen-Klinikum,2015,4,"20,900,000.00"
Rhoen-Klinikum,2016,1,"49,900,000.00"
Rhoen-Klinikum,2016,2,"18,200,000.00"
Rhoen-Klinikum,2016,3,"12,300,000.00"
Rhoen-Klinikum,2016,4,"-24,000,000.00"
Rhoen-Klinikum,2017,1,"7,900,000.00"
Rhoen-Klinikum,2017,2,"8,100,000.00"
Rhoen-Klinikum,2017,3,"9,600,000.00"
Rhoen-Klinikum,2017,4,"9,600,000.00"
SAF Holland,2012,1,"3,900,000.00"
SAF Holland,2012,2,"7,800,000.00"
SAF Holland,2012,3,"4,900,000.00"
SAF Holland,2012,4,"-9,200,000.00"
SAF Holland,2013,1,"7,200,000.00"
SAF Holland,2013,2,"5,800,000.00"
SAF Holland,2013,3,"5,100,000.00"
SAF Holland,2013,4,"6,300,000.00"
SAF Holland,2014,1,"8,300,000.00"
SAF Holland,2014,2,"9,200,000.00"
SAF Holland,2014,3,"11,200,000.00"
SAF Holland,2014,4,"3,900,000.00"
SAF Holland,2015,1,"18,000,000.00"
SAF Holland,2015,2,"12,200,000.00"
SAF Holland,2015,3,"11,800,000.00"
SAF Holland,2015,4,"9,600,000.00"
SAF Holland,2016,1,"11,300,000.00"
SAF Holland,2016,2,"14,700,000.00"
SAF Holland,2016,3,"10,800,000.00"
SAF Holland,2016,4,"7,400,000.00"
SAF Holland,2017,1,"11,600,000.00"
SAF Holland,2017,2,"12,100,000.00"
SAF Holland,2017,3,"7,600,000.00"
SAF Holland,2017,4,"11,600,000.00"
SGL Carbon,2012,1,"14,100,000.00"
SGL Carbon,2012,2,"9,600,000.00"
SGL Carbon,2012,3,"-22,800,000.00"
SGL Carbon,2012,4,"6,300,000.00"
SGL Carbon,2013,1,"-9,400,000.00"
SGL Carbon,2013,2,"-233,600,000.00"
SGL Carbon,2013,3,"-34,800,000.00"
SGL Carbon,2013,4,"-118,600,000.00"
SGL Carbon,2014,1,"-22,800,000.00"
SGL Carbon,2014,2,"-37,700,000.00"
SGL Carbon,2014,3,"-29,400,000.00"
SGL Carbon,2014,4,"-157,100,000.00"
SGL Carbon,2015,1,"-16,500,000.00"
SGL Carbon,2015,2,"-68,500,000.00"
SGL Carbon,2015,3,"-20,600,000.00"
SGL Carbon,2015,4,"-189,400,000.00"
SGL Carbon,2016,1,"-26,400,000.00"
SGL Carbon,2016,2,"-46,800,000.00"
SGL Carbon,2016,3,"-50,900,000.00"
SGL Carbon,2016,4,"12,400,000.00"
SGL Carbon,2017,1,"-300,000.00"
SGL Carbon,2017,2,"-3,300,000.00"
SGL Carbon,2017,3,"8,900,000.00"
SGL Carbon,2017,4,"133,600,000.00"
Sixt St,2012,1,"17,900,000.00"
Sixt St,2012,2,"26,000,000.00"
Sixt St,2012,3,"28,400,000.00"
Sixt St,2012,4,"6,900,000.00"
Sixt St,2013,1,"15,400,000.00"
Sixt St,2013,2,"25,300,000.00"
Sixt St,2013,3,"38,700,000.00"
Sixt St,2013,4,"15,400,000.00"
Sixt St,2014,1,"18,900,000.00"
Sixt St,2014,2,"28,300,000.00"
Sixt St,2014,3,"44,800,000.00"
Sixt St,2014,4,"18,000,000.00"
Sixt St,2015,1,"20,900,000.00"
Sixt St,2015,2,"27,300,000.00"
Sixt St,2015,3,"51,700,000.00"
Sixt St,2015,4,"15,200,000.00"
Sixt St,2016,1,"17,500,000.00"
Sixt St,2016,2,"32,200,000.00"
Sixt St,2016,3,"62,700,000.00"
Sixt St,2016,4,"29,900,000.00"
Sixt St,2017,1,"22,100,000.00"
Sixt St,2017,2,"43,600,000.00"
Sixt St,2017,3,"85,400,000.00"
Sixt St,2017,4,"41,000,000.00"
Takkt,2012,1,"22,900,000.00"
Takkt,2012,2,"15,200,000.00"
Takkt,2012,3,"18,200,000.00"
Takkt,2012,4,"10,700,000.00"
Takkt,2013,1,"17,900,000.00"
Takkt,2013,2,"13,800,000.00"
Takkt,2013,3,"16,600,000.00"
Takkt,2013,4,"4,200,000.00"
Takkt,2014,1,"18,500,000.00"
Takkt,2014,2,"15,000,000.00"
Takkt,2014,3,"17,400,000.00"
Takkt,2014,4,"14,800,000.00"
Takkt,2015,1,"25,100,000.00"
Takkt,2015,2,"16,700,000.00"
Takkt,2015,3,"19,900,000.00"
Takkt,2015,4,"19,300,000.00"
Takkt,2016,1,"25,500,000.00"
Takkt,2016,2,"26,900,000.00"
Takkt,2016,3,"22,600,000.00"
Takkt,2016,4,"16,400,000.00"
Takkt,2017,1,"24,000,000.00"
Takkt,2017,2,"18,300,000.00"
Takkt,2017,3,"19,600,000.00"
Takkt,2017,4,"34,400,000.00"
Vossloh,2012,1,"4,200,000.00"
Vossloh,2012,2,"10,400,000.00"
Vossloh,2012,3,"16,800,000.00"
Vossloh,2012,4,"27,800,000.00"
Vossloh,2013,1,"2,000,000.00"
Vossloh,2013,2,"-5,700,000.00"
Vossloh,2013,3,"8,000,000.00"
Vossloh,2013,4,"10,700,000.00"
Vossloh,2014,1,"2,100,000.00"
Vossloh,2014,2,"-155,400,000.00"
Vossloh,2014,3,"-18,400,000.00"
Vossloh,2014,4,"-42,200,000.00"
Vossloh,2015,1,"1,600,000.00"
Vossloh,2015,2,"4,200,000.00"
Vossloh,2015,3,"1,000,000.00"
Vossloh,2015,4,"65,400,000.00"
Vossloh,2016,1,"1,000,000.00"
Vossloh,2016,2,"9,700,000.00"
Vossloh,2016,3,"-8,800,000.00"
Vossloh,2016,4,"1,400,000.00"
Vossloh,2017,1,"1,900,000.00"
Vossloh,2017,2,"7,100,000.00"
Vossloh,2017,3,"5,700,000.00"
Vossloh,2017,4,"-22,700,000.00"
VTG,2012,1,"1,600,000.00"
VTG,2012,2,"1,500,000.00"
VTG,2012,3,"4,000,000.00"
VTG,2012,4,"1,600,000.00"
VTG,2013,1,"3,800,000.00"
VTG,2013,2,"3,300,000.00"
VTG,2013,3,"3,700,000.00"
VTG,2013,4,"4,400,000.00"
VTG,2014,1,"3,500,000.00"
VTG,2014,2,"5,000,000.00"
VTG,2014,3,"5,300,000.00"
VTG,2014,4,"6,000,000.00"
VTG,2015,1,"5,900,000.00"
VTG,2015,2,"12,200,000.00"
VTG,2015,3,"7,900,000.00"
VTG,2015,4,"-4,400,000.00"
VTG,2016,1,"8,700,000.00"
VTG,2016,2,"14,900,000.00"
VTG,2016,3,"3,200,000.00"
VTG,2016,4,"18,200,000.00"
VTG,2017,1,"9,600,000.00"
VTG,2017,2,"11,700,000.00"
VTG,2017,3,"13,400,000.00"
VTG,2017,4,"20,900,000.00"
Wacker Neuson,2012,1,"17,100,000.00"
Wacker Neuson,2012,2,"13,800,000.00"
Wacker Neuson,2012,3,"13,500,000.00"
Wacker Neuson,2012,4,"9,700,000.00"
Wacker Neuson,2013,1,"6,400,000.00"
Wacker Neuson,2013,2,"18,500,000.00"
Wacker Neuson,2013,3,"16,900,000.00"
Wacker Neuson,2013,4,"19,400,000.00"
Wacker Neuson,2014,1,"14,300,000.00"
Wacker Neuson,2014,2,"28,200,000.00"
Wacker Neuson,2014,3,"26,500,000.00"
Wacker Neuson,2014,4,"22,500,000.00"
Wacker Neuson,2015,1,"21,300,000.00"
Wacker Neuson,2015,2,"23,900,000.00"
Wacker Neuson,2015,3,"8,500,000.00"
Wacker Neuson,2015,4,"12,500,000.00"
Wacker Neuson,2016,1,"11,100,000.00"
Wacker Neuson,2016,2,"22,600,000.00"
Wacker Neuson,2016,3,"12,000,000.00"
Wacker Neuson,2016,4,"11,100,000.00"
Wacker Neuson,2017,1,"9,100,000.00"
Wacker Neuson,2017,2,"29,500,000.00"
Wacker Neuson,2017,3,"31,900,000.00"
Wacker Neuson,2017,4,"17,000,000.00"
WashTec,2012,1,"-600,000.00"
WashTec,2012,2,"3,100,000.00"
WashTec,2012,3,"-100,000.00"
WashTec,2012,4,"7,700,000.00"
WashTec,2013,1,"-1,600,000.00"
WashTec,2013,2,"2,400,000.00"
WashTec,2013,3,"4,800,000.00"
WashTec,2013,4,"5,600,000.00"
WashTec,2014,1,"-600,000.00"
WashTec,2014,2,"4,300,000.00"
WashTec,2014,3,"3,900,000.00"
WashTec,2014,4,"5,100,000.00"
WashTec,2015,1,"2,500,000.00"
WashTec,2015,2,"6,300,000.00"
WashTec,2015,3,"6,700,000.00"
WashTec,2015,4,"9,100,000.00"
WashTec,2016,1,"2,600,000.00"
WashTec,2016,2,"8,100,000.00"
WashTec,2016,3,"6,700,000.00"
WashTec,2016,4,"13,200,000.00"
WashTec,2017,1,"8,600,000.00"
WashTec,2017,2,"8,800,000.00"
WashTec,2017,3,"8,800,000.00"
WashTec,2017,4,"10,700,000.00"
Wuestenrot & Wuerttembergische,2012,1,"61,600,000.00"
Wuestenrot & Wuerttembergische,2012,2,"61,200,000.00"
Wuestenrot & Wuerttembergische,2012,3,"52,800,000.00"
Wuestenrot & Wuerttembergische,2012,4,"47,200,000.00"
Wuestenrot & Wuerttembergische,2013,1,"33,900,000.00"
Wuestenrot & Wuerttembergische,2013,2,"84,300,000.00"
Wuestenrot & Wuerttembergische,2013,3,"-19,400,000.00"
Wuestenrot & Wuerttembergische,2013,4,"44,300,000.00"
Wuestenrot & Wuerttembergische,2014,1,"51,900,000.00"
Wuestenrot & Wuerttembergische,2014,2,"74,100,000.00"
Wuestenrot & Wuerttembergische,2014,3,"60,500,000.00"
Wuestenrot & Wuerttembergische,2014,4,"46,900,000.00"
Wuestenrot & Wuerttembergische,2015,1,"53,500,000.00"
Wuestenrot & Wuerttembergische,2015,2,"88,500,000.00"
Wuestenrot & Wuerttembergische,2015,3,"56,000,000.00"
Wuestenrot & Wuerttembergische,2015,4,"72,400,000.00"
Wuestenrot & Wuerttembergische,2016,1,"62,400,000.00"
Wuestenrot & Wuerttembergische,2016,2,"57,700,000.00"
Wuestenrot & Wuerttembergische,2016,3,"58,000,000.00"
Wuestenrot & Wuerttembergische,2016,4,"54,800,000.00"
Wuestenrot & Wuerttembergische,2017,1,"69,500,000.00"
Wuestenrot & Wuerttembergische,2017,2,"84,700,000.00"
Wuestenrot & Wuerttembergische,2017,3,"59,500,000.00"
Wuestenrot & Wuerttembergische,2017,4,"42,900,000.00"
zooplus,2012,1,"100,000.00"
zooplus,2012,2,"-700,000.00"
zooplus,2012,3,"-1,300,000.00"
zooplus,2012,4,"-200,000.00"
zooplus,2013,1,"-600,000.00"
zooplus,2013,2,0.01
zooplus,2013,3,"900,000.00"
zooplus,2013,4,"1,500,000.00"
zooplus,2014,1,"700,000.00"
zooplus,2014,2,"1,300,000.00"
zooplus,2014,3,"1,900,000.00"
zooplus,2014,4,"1,300,000.00"
zooplus,2015,1,"900,000.00"
zooplus,2015,2,"1,200,000.00"
zooplus,2015,3,"3,600,000.00"
zooplus,2015,4,"2,200,000.00"
zooplus,2016,1,"1,800,000.00"
zooplus,2016,2,"1,300,000.00"
zooplus,2016,3,"3,900,000.00"
zooplus,2016,4,"4,400,000.00"
zooplus,2017,1,"2,000,000.00"
zooplus,2017,2,"800,000.00"
zooplus,2017,3,"-800,000.00"
zooplus,2017,4,"-100,000.00"
1&1 Drillisch,2012,1,"2,800,000.00"
1&1 Drillisch,2012,2,"3,900,000.00"
1&1 Drillisch,2012,3,"10,400,000.00"
1&1 Drillisch,2012,4,"6,400,000.00"
1&1 Drillisch,2013,1,"124,200,000.00"
1&1 Drillisch,2013,2,"17,600,000.00"
1&1 Drillisch,2013,3,"7,800,000.00"
1&1 Drillisch,2013,4,"6,200,000.00"
1&1 Drillisch,2014,1,"12,200,000.00"
1&1 Drillisch,2014,2,"13,200,000.00"
1&1 Drillisch,2014,3,"13,300,000.00"
1&1 Drillisch,2014,4,"11,400,000.00"
1&1 Drillisch,2015,1,"15,800,000.00"
1&1 Drillisch,2015,2,"15,300,000.00"
1&1 Drillisch,2015,3,"16,500,000.00"
1&1 Drillisch,2015,4,"-1,500,000.00"
1&1 Drillisch,2016,1,"7,500,000.00"
1&1 Drillisch,2016,2,"9,700,000.00"
1&1 Drillisch,2016,3,"9,700,000.00"
1&1 Drillisch,2016,4,"-500,000.00"
1&1 Drillisch,2017,1,"13,700,000.00"
1&1 Drillisch,2017,2,"9,100,000.00"
1&1 Drillisch,2017,3,"396,400,000.00"
1&1 Drillisch,2017,4,"45,500,000.00"
ADVA Optical Network,2012,1,"4,000,000.00"
ADVA Optical Network,2012,2,"5,100,000.00"
ADVA Optical Network,2012,3,"3,500,000.00"
ADVA Optical Network,2012,4,"4,100,000.00"
ADVA Optical Network,2013,1,"800,000.00"
ADVA Optical Network,2013,2,"100,000.00"
ADVA Optical Network,2013,3,"2,300,000.00"
ADVA Optical Network,2013,4,"2,300,000.00"
ADVA Optical Network,2014,1,"-400,000.00"
ADVA Optical Network,2014,2,0.01
ADVA Optical Network,2014,3,"4,400,000.00"
ADVA Optical Network,2014,4,"4,400,000.00"
ADVA Optical Network,2015,1,"4,300,000.00"
ADVA Optical Network,2015,2,"5,100,000.00"
ADVA Optical Network,2015,3,"8,600,000.00"
ADVA Optical Network,2015,4,"8,800,000.00"
ADVA Optical Network,2016,1,"-5,200,000.00"
ADVA Optical Network,2016,2,"9,800,000.00"
ADVA Optical Network,2016,3,"3,300,000.00"
ADVA Optical Network,2016,4,"13,600,000.00"
ADVA Optical Network,2017,1,"6,200,000.00"
ADVA Optical Network,2017,2,"4,500,000.00"
ADVA Optical Network,2017,3,"-14,000,000.00"
ADVA Optical Network,2017,4,"-900,000.00"
Aixtron,2012,1,"-12,300,000.00"
Aixtron,2012,2,"-11,600,000.00"
Aixtron,2012,3,"-78,300,000.00"
Aixtron,2012,4,"-43,200,000.00"
Aixtron,2013,1,"-76,000,000.00"
Aixtron,2013,2,"-11,800,000.00"
Aixtron,2013,3,"1,600,000.00"
Aixtron,2013,4,"-14,800,000.00"
Aixtron,2014,1,"-11,800,000.00"
Aixtron,2014,2,"-11,600,000.00"
Aixtron,2014,3,"-20,000,000.00"
Aixtron,2014,4,"-19,100,000.00"
Aixtron,2015,1,"-9,500,000.00"
Aixtron,2015,2,"-18,100,000.00"
Aixtron,2015,3,"200,000.00"
Aixtron,2015,4,"-1,800,000.00"
Aixtron,2016,1,"-15,500,000.00"
Aixtron,2016,2,"-11,100,000.00"
Aixtron,2016,3,"-4,200,000.00"
Aixtron,2016,4,"6,800,000.00"
Aixtron,2017,1,"-13,500,000.00"
Aixtron,2017,2,"-11,400,000.00"
Aixtron,2017,3,"4,300,000.00"
Aixtron,2017,4,"27,100,000.00"
Bechtle,2012,1,"12,300,000.00"
Bechtle,2012,2,"10,800,000.00"
Bechtle,2012,3,"13,200,000.00"
Bechtle,2012,4,"20,300,000.00"
Bechtle,2013,1,"10,100,000.00"
Bechtle,2013,2,"10,400,000.00"
Bechtle,2013,3,"17,600,000.00"
Bechtle,2013,4,"25,300,000.00"
Bechtle,2014,1,"14,800,000.00"
Bechtle,2014,2,"16,400,000.00"
Bechtle,2014,3,"21,100,000.00"
Bechtle,2014,4,"23,900,000.00"
Bechtle,2015,1,"15,700,000.00"
Bechtle,2015,2,"18,700,000.00"
Bechtle,2015,3,"23,600,000.00"
Bechtle,2015,4,"34,900,000.00"
Bechtle,2016,1,"19,100,000.00"
Bechtle,2016,2,"22,700,000.00"
Bechtle,2016,3,"25,800,000.00"
Bechtle,2016,4,"35,800,000.00"
Bechtle,2017,1,"22,100,000.00"
Bechtle,2017,2,"25,400,000.00"
Bechtle,2017,3,"29,600,000.00"
Bechtle,2017,4,"37,500,000.00"
Cancom,2012,1,"2,100,000.00"
Cancom,2012,2,"2,900,000.00"
Cancom,2012,3,"3,200,000.00"
Cancom,2012,4,"3,300,000.00"
Cancom,2013,1,"3,200,000.00"
Cancom,2013,2,"3,600,000.00"
Cancom,2013,3,"3,900,000.00"
Cancom,2013,4,"3,800,000.00"
Cancom,2014,1,"3,100,000.00"
Cancom,2014,2,"3,300,000.00"
Cancom,2014,3,"5,200,000.00"
Cancom,2014,4,"1,100,000.00"
Cancom,2015,1,"3,100,000.00"
Cancom,2015,2,"1,800,000.00"
Cancom,2015,3,"3,700,000.00"
Cancom,2015,4,"13,800,000.00"
Cancom,2016,1,"6,600,000.00"
Cancom,2016,2,"7,300,000.00"
Cancom,2016,3,"8,900,000.00"
Cancom,2016,4,"10,600,000.00"
Cancom,2017,1,"7,500,000.00"
Cancom,2017,2,"9,000,000.00"
Cancom,2017,3,"8,100,000.00"
Cancom,2017,4,"15,200,000.00"
Carl Zeiss Meditec,2012,1,"16,900,000.00"
Carl Zeiss Meditec,2012,2,"22,400,000.00"
Carl Zeiss Meditec,2012,3,"13,500,000.00"
Carl Zeiss Meditec,2012,4,"19,100,000.00"
Carl Zeiss Meditec,2013,1,"23,400,000.00"
Carl Zeiss Meditec,2013,2,"18,900,000.00"
Carl Zeiss Meditec,2013,3,"23,900,000.00"
Carl Zeiss Meditec,2013,4,"27,300,000.00"
Carl Zeiss Meditec,2014,1,"20,100,000.00"
Carl Zeiss Meditec,2014,2,"19,400,000.00"
Carl Zeiss Meditec,2014,3,"18,000,000.00"
Carl Zeiss Meditec,2014,4,"17,500,000.00"
Carl Zeiss Meditec,2015,1,"18,300,000.00"
Carl Zeiss Meditec,2015,2,"11,700,000.00"
Carl Zeiss Meditec,2015,3,"22,200,000.00"
Carl Zeiss Meditec,2015,4,"10,100,000.00"
Carl Zeiss Meditec,2016,1,"16,700,000.00"
Carl Zeiss Meditec,2016,2,"31,300,000.00"
Carl Zeiss Meditec,2016,3,"19,800,000.00"
Carl Zeiss Meditec,2016,4,"30,500,000.00"
Carl Zeiss Meditec,2017,1,"30,900,000.00"
Carl Zeiss Meditec,2017,2,"30,800,000.00"
Carl Zeiss Meditec,2017,3,"30,800,000.00"
Carl Zeiss Meditec,2017,4,"41,900,000.00"
CompuGroup Medical,2012,1,"8,100,000.00"
CompuGroup Medical,2012,2,"12,800,000.00"
CompuGroup Medical,2012,3,"5,600,000.00"
CompuGroup Medical,2012,4,"4,200,000.00"
CompuGroup Medical,2013,1,"10,300,000.00"
CompuGroup Medical,2013,2,"1,300,000.00"
CompuGroup Medical,2013,3,"5,700,000.00"
CompuGroup Medical,2013,4,"5,800,000.00"
CompuGroup Medical,2014,1,"4,700,000.00"
CompuGroup Medical,2014,2,"1,900,000.00"
CompuGroup Medical,2014,3,"15,600,000.00"
CompuGroup Medical,2014,4,"4,100,000.00"
CompuGroup Medical,2015,1,"20,900,000.00"
CompuGroup Medical,2015,2,"-16,800,000.00"
CompuGroup Medical,2015,3,"25,900,000.00"
CompuGroup Medical,2015,4,"8,500,000.00"
CompuGroup Medical,2016,1,"9,800,000.00"
CompuGroup Medical,2016,2,"2,800,000.00"
CompuGroup Medical,2016,3,"19,400,000.00"
CompuGroup Medical,2016,4,"12,500,000.00"
CompuGroup Medical,2017,1,"12,500,000.00"
CompuGroup Medical,2017,2,"11,600,000.00"
CompuGroup Medical,2017,3,"4,200,000.00"
CompuGroup Medical,2017,4,"3,000,000.00"
Dialog Semiconductor,2012,1,"9,100,000.00"
Dialog Semiconductor,2012,2,"8,500,000.00"
Dialog Semiconductor,2012,3,"12,100,000.00"
Dialog Semiconductor,2012,4,"32,800,000.00"
Dialog Semiconductor,2013,1,"9,900,000.00"
Dialog Semiconductor,2013,2,"2,100,000.00"
Dialog Semiconductor,2013,3,"3,600,000.00"
Dialog Semiconductor,2013,4,"46,600,000.00"
Dialog Semiconductor,2014,1,"14,100,000.00"
Dialog Semiconductor,2014,2,"9,000,000.00"
Dialog Semiconductor,2014,3,"26,600,000.00"
Dialog Semiconductor,2014,4,"88,400,000.00"
Dialog Semiconductor,2015,1,"38,800,000.00"
Dialog Semiconductor,2015,2,"43,000,000.00"
Dialog Semiconductor,2015,3,"43,600,000.00"
Dialog Semiconductor,2015,4,"53,400,000.00"
Dialog Semiconductor,2016,1,"142,900,000.00"
Dialog Semiconductor,2016,2,"16,800,000.00"
Dialog Semiconductor,2016,3,"47,000,000.00"
Dialog Semiconductor,2016,4,"54,200,000.00"
Dialog Semiconductor,2017,1,"23,100,000.00"
Dialog Semiconductor,2017,2,"17,700,000.00"
Dialog Semiconductor,2017,3,"47,900,000.00"
Dialog Semiconductor,2017,4,"85,200,000.00"
Draegerwerk Vz,2012,1,"24,100,000.00"
Draegerwerk Vz,2012,2,"26,000,000.00"
Draegerwerk Vz,2012,3,"23,900,000.00"
Draegerwerk Vz,2012,4,"52,400,000.00"
Draegerwerk Vz,2013,1,"21,100,000.00"
Draegerwerk Vz,2013,2,"22,400,000.00"
Draegerwerk Vz,2013,3,"16,400,000.00"
Draegerwerk Vz,2013,4,"54,700,000.00"
Draegerwerk Vz,2014,1,"7,900,000.00"
Draegerwerk Vz,2014,2,"5,700,000.00"
Draegerwerk Vz,2014,3,"25,800,000.00"
Draegerwerk Vz,2014,4,"57,200,000.00"
Draegerwerk Vz,2015,1,"-3,200,000.00"
Draegerwerk Vz,2015,2,"10,300,000.00"
Draegerwerk Vz,2015,3,"-17,800,000.00"
Draegerwerk Vz,2015,4,"43,400,000.00"
Draegerwerk Vz,2016,1,"-13,600,000.00"
Draegerwerk Vz,2016,2,"12,300,000.00"
Draegerwerk Vz,2016,3,"13,300,000.00"
Draegerwerk Vz,2016,4,"48,900,000.00"
Draegerwerk Vz,2017,1,"-900,000.00"
Draegerwerk Vz,2017,2,"8,900,000.00"
Draegerwerk Vz,2017,3,"10,200,000.00"
Draegerwerk Vz,2017,4,"80,300,000.00"
Evotec,2012,1,"-2,000,000.00"
Evotec,2012,2,"3,700,000.00"
Evotec,2012,3,"5,900,000.00"
Evotec,2012,4,"-5,100,000.00"
Evotec,2013,1,"-2,900,000.00"
Evotec,2013,2,"-1,700,000.00"
Evotec,2013,3,"-300,000.00"
Evotec,2013,4,"-20,500,000.00"
Evotec,2014,1,"-4,000,000.00"
Evotec,2014,2,"-400,000.00"
Evotec,2014,3,"-3,600,000.00"
Evotec,2014,4,"1,000,000.00"
Evotec,2015,1,"-1,100,000.00"
Evotec,2015,2,"14,600,000.00"
Evotec,2015,3,"-2,900,000.00"
Evotec,2015,4,"5,900,000.00"
Evotec,2016,1,"-1,200,000.00"
Evotec,2016,2,"3,900,000.00"
Evotec,2016,3,"8,800,000.00"
Evotec,2016,4,"16,000,000.00"
Evotec,2017,1,"7,100,000.00"
Evotec,2017,2,"3,200,000.00"
Evotec,2017,3,"2,900,000.00"
Evotec,2017,4,"11,100,000.00"
freenet,2012,1,"40,600,000.00"
freenet,2012,2,"41,600,000.00"
freenet,2012,3,"49,000,000.00"
freenet,2012,4,"41,900,000.00"
freenet,2013,1,"60,200,000.00"
freenet,2013,2,"55,100,000.00"
freenet,2013,3,"63,700,000.00"
freenet,2013,4,"59,900,000.00"
freenet,2014,1,"57,300,000.00"
freenet,2014,2,"56,600,000.00"
freenet,2014,3,"66,300,000.00"
freenet,2014,4,"67,300,000.00"
freenet,2015,1,"56,000,000.00"
freenet,2015,2,"54,900,000.00"
freenet,2015,3,"61,900,000.00"
freenet,2015,4,"48,200,000.00"
freenet,2016,1,"52,000,000.00"
freenet,2016,2,"51,900,000.00"
freenet,2016,3,"59,600,000.00"
freenet,2016,4,"64,900,000.00"
freenet,2017,1,"45,200,000.00"
freenet,2017,2,"52,600,000.00"
freenet,2017,3,"159,700,000.00"
freenet,2017,4,"29,200,000.00"
GFT Technologies,2012,1,"600,000.00"
GFT Technologies,2012,2,"1,700,000.00"
GFT Technologies,2012,3,"2,700,000.00"
GFT Technologies,2012,4,"3,300,000.00"
GFT Technologies,2013,1,"1,100,000.00"
GFT Technologies,2013,2,"3,200,000.00"
GFT Technologies,2013,3,"4,000,000.00"
GFT Technologies,2013,4,"5,300,000.00"
GFT Technologies,2014,1,"3,200,000.00"
GFT Technologies,2014,2,"4,100,000.00"
GFT Technologies,2014,3,"6,500,000.00"
GFT Technologies,2014,4,"6,200,000.00"
GFT Technologies,2015,1,"4,800,000.00"
GFT Technologies,2015,2,"3,700,000.00"
GFT Technologies,2015,3,"5,800,000.00"
GFT Technologies,2015,4,"11,000,000.00"
GFT Technologies,2016,1,"5,600,000.00"
GFT Technologies,2016,2,"6,600,000.00"
GFT Technologies,2016,3,"5,900,000.00"
GFT Technologies,2016,4,"6,100,000.00"
GFT Technologies,2017,1,"5,000,000.00"
GFT Technologies,2017,2,"3,100,000.00"
GFT Technologies,2017,3,"6,100,000.00"
GFT Technologies,2017,4,"3,600,000.00"
Jenoptik,2012,1,"8,000,000.00"
Jenoptik,2012,2,"10,700,000.00"
Jenoptik,2012,3,"11,300,000.00"
Jenoptik,2012,4,"20,200,000.00"
